,dteday,hour,year,holiday,workingday,temp,atemp,hum,windspeed,casual,registered,counts,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,spring,summer,fall,Mon,Tue,Wed,Thu,Fri,Sat,Cloudy,Snow,Storm,month
14156,2012-08-18,1,1,0,0,0.62,0.5455,0.94,0.1642,14,78,92,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,8
13630,2012-07-27,3,1,0,1,0.7,0.6667,0.74,0.1642,3,9,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
3190,2011-05-17,20,0,0,1,0.58,0.5455,0.83,0.4179,30,253,283,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5
13414,2012-07-18,3,1,0,1,0.74,0.6970000000000001,0.66,0.1343,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
5969,2011-09-11,6,0,0,0,0.58,0.5455,0.88,0.1045,4,16,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
725,2011-02-02,14,0,0,1,0.38,0.3939,0.82,0.3881,2,61,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
9015,2012-01-16,12,1,1,0,0.2,0.1818,0.55,0.3284,20,165,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1410,2011-03-04,1,0,0,1,0.18,0.1818,0.64,0.19399999999999998,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
12665,2012-06-16,22,1,0,0,0.62,0.6212,0.53,0.2985,91,189,280,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
14376,2012-08-27,5,1,0,1,0.62,0.5606,0.88,0.0,4,32,36,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
3972,2011-06-19,10,0,0,0,0.7,0.6515,0.61,0.1045,86,158,244,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6
6132,2011-09-18,2,0,0,0,0.44,0.4394,0.82,0.2537,21,68,89,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
16685,2012-12-03,0,1,0,1,0.42,0.4242,0.82,0.1642,3,18,21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,12
6484,2011-10-02,18,0,0,0,0.36,0.3485,0.81,0.19399999999999998,16,158,174,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10
16307,2012-11-17,5,1,0,0,0.24,0.2424,0.7,0.1642,1,10,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,11
15128,2012-09-27,13,1,0,1,0.74,0.6667,0.48,0.0,61,265,326,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,9
9647,2012-02-11,22,1,0,0,0.14,0.1061,0.39,0.3881,0,46,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
1633,2011-03-13,14,0,0,0,0.46,0.4545,0.41,0.2985,144,106,250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4242,2011-06-30,16,0,0,1,0.8,0.6970000000000001,0.26,0.1343,63,260,323,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
799,2011-02-05,18,0,0,0,0.28,0.2424,0.93,0.4478,2,81,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
15751,2012-10-23,12,1,0,1,0.62,0.6212,0.46,0.0896,80,298,378,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10
2607,2011-04-23,13,0,0,0,0.52,0.5,0.83,0.3881,126,186,312,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
9220,2012-01-25,2,1,0,1,0.28,0.2727,0.7,0.19399999999999998,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2882,2011-05-05,0,0,0,1,0.36,0.3485,0.66,0.19399999999999998,4,23,27,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5
15478,2012-10-12,3,1,0,1,0.36,0.3636,0.76,0.0896,0,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10
7427,2011-11-11,2,0,1,0,0.32,0.2879,0.57,0.2836,1,10,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,11
3055,2011-05-12,5,0,0,1,0.42,0.4242,0.94,0.1343,2,27,29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5
953,2011-02-12,8,0,0,0,0.14,0.1515,0.86,0.1343,2,28,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
11739,2012-05-09,8,1,0,1,0.6,0.5606,0.83,0.1343,28,594,622,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5
4954,2011-07-30,8,0,0,0,0.78,0.7424,0.59,0.2239,27,87,114,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
16121,2012-11-09,11,1,0,1,0.4,0.4091,0.47,0.2985,66,185,251,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,11
7003,2011-10-24,10,0,0,1,0.46,0.4545,0.82,0.2537,47,82,129,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,10
12852,2012-06-24,17,1,0,0,0.84,0.7273,0.32,0.2537,203,329,532,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
7508,2011-11-14,11,0,0,1,0.54,0.5152,0.6,0.2836,22,106,128,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,11
376,2011-01-17,4,0,1,0,0.18,0.19699999999999998,0.43,0.1343,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
10449,2012-03-16,12,1,0,1,0.44,0.4394,0.82,0.1343,72,222,294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
12891,2012-06-26,8,1,0,1,0.56,0.5303,0.49,0.3284,34,622,656,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6
15154,2012-09-28,15,1,0,1,0.68,0.6364,0.54,0.2836,104,288,392,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,9
14161,2012-08-18,6,1,0,0,0.6,0.5606,0.83,0.2239,4,23,27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
2664,2011-04-25,22,0,0,1,0.6,0.5909,0.73,0.2985,23,83,106,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4
3316,2011-05-23,2,0,0,1,0.56,0.5303,0.88,0.1642,2,3,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5
1544,2011-03-09,17,0,0,1,0.34,0.303,0.76,0.2985,18,176,194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
16418,2012-11-21,20,1,0,1,0.34,0.3485,0.61,0.1045,11,125,136,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,11
860,2011-02-08,7,0,0,1,0.24,0.19699999999999998,0.65,0.4179,3,97,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
7338,2011-11-07,9,0,0,1,0.34,0.3333,1.0,0.1343,18,156,174,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,11
12800,2012-06-22,13,1,0,1,0.88,0.8029999999999999,0.39,0.2239,72,228,300,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6
6458,2011-10-01,16,0,0,0,0.4,0.4091,0.76,0.2985,58,165,223,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,10
4661,2011-07-18,3,0,0,1,0.66,0.6061,0.78,0.19399999999999998,3,4,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
4505,2011-07-11,15,0,0,1,0.86,0.8485,0.56,0.4179,38,108,146,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
13215,2012-07-09,20,1,0,1,0.74,0.6818,0.55,0.1045,69,378,447,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,7
3784,2011-06-11,14,0,0,0,0.82,0.7727,0.49,0.1045,148,232,380,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
5937,2011-09-09,22,0,0,1,0.62,0.5455,0.94,0.0,33,127,160,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9
16498,2012-11-25,4,1,0,0,0.22,0.2727,0.44,0.0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11
7438,2011-11-11,13,0,1,0,0.38,0.3939,0.37,0.5522,57,179,236,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,11
8636,2011-12-31,15,0,0,0,0.46,0.4545,0.47,0.4925,89,164,253,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12
5142,2011-08-07,4,0,0,0,0.7,0.6667,0.84,0.1343,1,5,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
2278,2011-04-09,19,0,0,0,0.38,0.3939,0.82,0.1343,47,83,130,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4
6098,2011-09-16,16,0,0,1,0.52,0.5,0.48,0.1642,67,291,358,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,9
7782,2011-11-25,21,0,0,1,0.36,0.3788,0.71,0.0,24,61,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,11
16109,2012-11-08,23,1,0,1,0.34,0.303,0.46,0.3582,5,82,87,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11
16029,2012-11-05,14,1,0,1,0.38,0.3939,0.4,0.1642,31,165,196,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,11
11085,2012-04-12,2,1,0,1,0.32,0.303,0.61,0.2836,0,4,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
14820,2012-09-14,17,1,0,1,0.72,0.6667,0.51,0.19399999999999998,137,757,894,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9
1711,2011-03-16,23,0,0,1,0.4,0.4091,0.65,0.19399999999999998,9,18,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
7645,2011-11-20,4,0,0,0,0.4,0.4091,0.71,0.2836,2,10,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,11
15900,2012-10-31,5,1,0,1,0.3,0.303,0.81,0.1343,0,24,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10
8264,2011-12-16,0,0,0,1,0.5,0.4848,0.72,0.3284,12,60,72,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,12
3234,2011-05-19,16,0,0,1,0.58,0.5455,0.64,0.19399999999999998,55,247,302,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5
9153,2012-01-22,7,1,0,0,0.16,0.1515,0.74,0.2239,2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9599,2012-02-09,22,1,0,1,0.3,0.3333,0.56,0.0,3,104,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
14741,2012-09-11,10,1,0,1,0.62,0.6212,0.38,0.0,54,142,196,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9
8564,2011-12-28,15,0,0,1,0.32,0.2879,0.36,0.4179,16,101,117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12
8558,2011-12-28,9,0,0,1,0.32,0.303,0.57,0.3284,18,171,189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12
17352,2012-12-30,21,1,0,0,0.2,0.2121,0.51,0.1642,5,42,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
12289,2012-06-01,6,1,0,1,0.62,0.5606,0.88,0.1343,5,136,141,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6
12423,2012-06-06,20,1,0,1,0.54,0.5152,0.73,0.2836,59,349,408,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6
8954,2012-01-13,23,1,0,1,0.18,0.1818,0.47,0.19399999999999998,5,60,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6485,2011-10-02,19,0,0,0,0.38,0.3939,0.76,0.1642,34,128,162,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10
7540,2011-11-15,19,0,0,1,0.5,0.4848,0.72,0.3582,27,259,286,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,11
9577,2012-02-09,0,1,0,1,0.24,0.2424,0.87,0.1642,3,23,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
13722,2012-07-30,23,1,0,1,0.7,0.6667,0.74,0.19399999999999998,34,116,150,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
7728,2011-11-23,15,0,0,1,0.42,0.4242,0.54,0.4478,13,194,207,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,11
14433,2012-08-29,14,1,0,1,0.76,0.6818,0.4,0.0896,87,214,301,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8
16390,2012-11-20,16,1,0,1,0.42,0.4242,0.62,0.0896,60,335,395,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,11
10239,2012-03-07,17,1,0,1,0.56,0.5303,0.43,0.4925,58,554,612,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
7733,2011-11-23,20,0,0,1,0.36,0.3333,0.62,0.3881,1,67,68,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,11
4286,2011-07-02,12,0,0,0,0.82,0.7121,0.3,0.1343,142,232,374,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
14320,2012-08-24,21,1,0,1,0.7,0.6515,0.61,0.1642,58,248,306,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,8
13173,2012-07-08,2,1,0,0,0.82,0.7727,0.52,0.1045,11,59,70,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
8602,2011-12-30,5,0,0,1,0.22,0.2576,0.75,0.0896,0,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12
1168,2011-02-21,11,0,1,0,0.32,0.3333,0.57,0.1045,20,70,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
8659,2012-01-01,14,1,0,0,0.44,0.4394,0.54,0.2985,120,147,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10893,2012-04-04,1,1,0,1,0.46,0.4545,0.59,0.0,0,11,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
12753,2012-06-20,14,1,0,1,0.88,0.8029999999999999,0.39,0.19399999999999998,56,134,190,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6
11226,2012-04-17,23,1,0,1,0.54,0.5152,0.32,0.2239,10,72,82,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
2950,2011-05-07,20,0,0,0,0.56,0.5303,0.43,0.1343,82,137,219,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
12824,2012-06-23,13,1,0,0,0.82,0.7273,0.34,0.19399999999999998,226,338,564,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
16232,2012-11-14,2,1,0,1,0.24,0.2121,0.6,0.2985,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,11
5238,2011-08-11,4,0,0,1,0.64,0.6212,0.57,0.1642,1,4,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8
10892,2012-04-04,0,1,0,1,0.48,0.4697,0.48,0.0,18,23,41,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
3381,2011-05-25,19,0,0,1,0.7,0.6515,0.61,0.1343,73,332,405,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5
856,2011-02-08,3,0,0,1,0.28,0.2727,0.93,0.1642,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
7894,2011-11-30,14,0,0,1,0.38,0.3939,0.43,0.3582,13,99,112,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,11
13231,2012-07-10,12,1,0,1,0.8,0.7121,0.41,0.1343,69,203,272,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7
7215,2011-11-02,6,0,0,1,0.3,0.3333,0.81,0.0,1,91,92,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,11
2412,2011-04-15,10,0,1,0,0.5,0.4848,0.55,0.19399999999999998,31,91,122,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
4322,2011-07-04,0,0,1,0,0.64,0.5758,0.83,0.1343,63,77,140,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
1185,2011-02-22,10,0,0,1,0.16,0.1818,0.69,0.0,0,44,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
12603,2012-06-14,8,1,0,1,0.6,0.6061,0.64,0.3284,37,682,719,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
3138,2011-05-15,16,0,0,0,0.64,0.6061,0.69,0.2537,158,282,440,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
13313,2012-07-13,22,1,0,1,0.74,0.6667,0.45,0.0,59,204,263,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
9776,2012-02-17,7,1,0,1,0.28,0.2879,0.93,0.1045,4,222,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
16263,2012-11-15,9,1,0,1,0.32,0.3182,0.61,0.19399999999999998,17,306,323,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,11
13961,2012-08-09,22,1,0,1,0.66,0.6212,0.69,0.2239,41,218,259,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,8
11030,2012-04-09,18,1,0,1,0.54,0.5152,0.34,0.2985,60,586,646,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4
696,2011-02-01,9,0,0,1,0.16,0.2273,0.93,0.0,2,114,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
1163,2011-02-21,6,0,1,0,0.42,0.4242,0.26,0.2985,2,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
13475,2012-07-20,16,1,0,1,0.68,0.6364,0.83,0.3284,70,366,436,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,7
10179,2012-03-05,5,1,0,1,0.2,0.2273,0.55,0.0896,1,17,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1197,2011-02-22,22,0,0,1,0.16,0.1515,0.43,0.2537,1,76,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
5541,2011-08-23,19,0,0,1,0.66,0.6212,0.5,0.2239,70,297,367,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8
4563,2011-07-14,1,0,0,1,0.66,0.6212,0.61,0.2537,4,21,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
9373,2012-01-31,11,1,0,1,0.4,0.4091,0.37,0.2836,14,125,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12461,2012-06-08,10,1,0,1,0.66,0.6212,0.47,0.2537,62,187,249,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
3642,2011-06-05,16,0,0,0,0.72,0.6667,0.51,0.0896,138,260,398,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
2017,2011-03-29,22,0,0,1,0.34,0.3636,0.49,0.0,6,49,55,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
15967,2012-11-03,0,1,0,0,0.34,0.3333,0.53,0.1642,9,99,108,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,11
6069,2011-09-15,11,0,0,1,0.68,0.6364,0.65,0.1343,39,120,159,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9
14520,2012-09-02,5,1,0,0,0.66,0.5909,0.89,0.0,2,10,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
11203,2012-04-17,0,1,0,1,0.66,0.6212,0.54,0.19399999999999998,10,33,43,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
13768,2012-08-01,21,1,0,1,0.72,0.6818,0.7,0.1343,36,284,320,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8
14456,2012-08-30,13,1,0,1,0.76,0.6818,0.48,0.1045,76,214,290,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8
16865,2012-12-10,12,1,0,1,0.44,0.4394,1.0,0.2239,23,150,173,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,12
10873,2012-04-03,5,1,0,1,0.32,0.3333,0.66,0.0896,2,25,27,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
13522,2012-07-22,15,1,0,0,0.72,0.6818,0.66,0.1045,254,370,624,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
13092,2012-07-04,17,1,1,0,0.92,0.8485,0.35,0.2985,161,253,414,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
11750,2012-05-09,19,1,0,1,0.5,0.4848,0.77,0.3582,2,96,98,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5
6400,2011-09-29,6,0,0,1,0.6,0.5455,0.88,0.0896,5,106,111,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,9
13653,2012-07-28,2,1,0,0,0.72,0.6818,0.7,0.0,14,76,90,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
6699,2011-10-11,17,0,0,1,0.6,0.5758,0.78,0.2537,70,534,604,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10
17364,2012-12-31,9,1,0,1,0.18,0.2121,0.64,0.1045,13,144,157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,12
1860,2011-03-23,7,0,0,1,0.32,0.303,0.93,0.2239,7,111,118,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3
10021,2012-02-27,14,1,0,1,0.46,0.4545,0.36,0.2836,24,134,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
13495,2012-07-21,12,1,0,0,0.6,0.5606,0.83,0.2239,156,301,457,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7
17169,2012-12-23,4,1,0,0,0.2,0.2121,0.47,0.1343,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
876,2011-02-08,23,0,0,1,0.12,0.1061,0.33,0.3284,3,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
5574,2011-08-25,4,0,0,1,0.66,0.6061,0.78,0.3881,1,6,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8
6949,2011-10-22,4,0,0,0,0.38,0.3939,0.66,0.0896,4,4,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10
9761,2012-02-16,16,1,0,1,0.34,0.3636,0.81,0.0,8,110,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
12702,2012-06-18,11,1,0,1,0.54,0.5152,0.88,0.1642,25,96,121,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,6
2539,2011-04-20,17,0,0,1,0.74,0.6515,0.37,0.4179,34,398,432,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4
15117,2012-09-27,2,1,0,1,0.6,0.5758,0.78,0.0896,3,13,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9
14196,2012-08-19,17,1,0,0,0.64,0.5909,0.78,0.1045,76,267,343,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
